case_id,reported_at,missing_person_name,gender,age_band,state,district,language,last_seen_location,reporting_center,reporter_mobile,physical_description,status,resolution_hours,is_duplicate_report,remarks
KMP-2027-01140,2027-08-19 05:55,Namdev Sawant,Male,18-40,Maharashtra,Aurangabad,Marathi,Dudhsagar Falls Road,Panchavati Center,+91 8878310819,"grey sweater, hard of hearing",Reunited,3.7,False,Cross-checked at adjacent center.
KMP-2027-01457,2027-09-02 09:14,Bhaskar Chavan,Male,41-60,Rajasthan,Udaipur,Hindi,Ahilyadevi Holkar Bridge,Ramkund LF Center,+91 7054646813,"white dhoti and kurta, hard of hearing",Reunited,8.8,False,Phone switched off.
KMP-2027-00113,2027-08-21 21:55,Vimal Gaikwad,Female,61-70,Gujarat,Rajkot,Gujarati,Ahilyadevi Holkar Bridge,Tapovan Center,+91 9877777651,,Reunited,,True,Possible match flagged for review.
KMP-2027-01089,2027-08-24 15:25,Kishan Joshi,Male,0-12,Maharashtra,Thane,Marathi,Gangapur Road Ghat,Panchavati Center,+91 7335882432,"black shawl, has a tilak on forehead",Reunited,5.5,False,Possible match flagged for review.
KMP-2027-01604,2027-08-04 11:29,,Male,41-60,Maharashtra,Thane,Marathi,Ahilyadevi Holkar Bridge,CBS Help Center,,"green saree, wears thick glasses",Reunited,7.1,False,"Family frantic, last dip together."
KMP-2027-01235,2027-09-02 04:50,Eknath Patil,Male,80+,Maharashtra,Jalgaon,Marathi,Ramkund,Sadhugram Center,,"white dhoti and kurta, speaks little Hindi",Reunited,3.7,False,Possible match flagged for review.
KMP-2027-02283,2027-09-13 21:04,Mohan Joshi,Male,18-40,Uttar Pradesh,Prayagraj,Hindi,Mukti Dham,Tapovan Center,+91 8829769685,"white dhoti and kurta, hard of hearing",Reunited,9,False,Possible match flagged for review.
KMP-2027-01558,2027-08-04 05:54,Prakash Sawant,Male,0-12,Madhya Pradesh,Gwalior,Hindi,Tapovan,Sadhugram Center,+91 9854601183,"cream kurta, walks with a cane",Reunited,7.8,False,"Came by group bus, lost the group."
KMP-2027-00490,2027-07-30 01:32,Indira Chavan,Female,18-40,Karnataka,Bengaluru,Kannada,Sita Gufa,CBS Help Center,+91 9049998414,"green saree, has a tilak on forehead",Reunited,8.3,False,Got separated in snan crowd.
KMP-2027-00295,2027-08-04 10:20,Mahesh Shinde,Male,41-60,Gujarat,Ahmedabad,Gujarati,Goda Ghat,CBS Help Center,+91 7055242914,"yellow blouse, tulsi mala around neck",Reunited,6.5,False,Cross-checked at adjacent center.
KMP-2027-01824,2027-09-11 04:16,,Female,61-70,Maharashtra,Nagpur,Marathi,Kalaram Temple,Tapovan Center,+91 9834311767,"blue checked shirt, short grey hair",Reunited,7.9,False,Possible match flagged for review.
KMP-2027-01513,2027-08-19 04:22,Arun Das,Male,61-70,Karnataka,Belagavi,Kannada,Saptashrungi Base,CBS Help Center,,"cream kurta, has a tilak on forehead",Transferred to hospital,5.6,False,Possible match flagged for review.
KMP-2027-00302,2027-09-11 12:52,Anjali Patil,Female,61-70,Maharashtra,Aurangabad,Marathi,Ahilyadevi Holkar Bridge,Sadhugram Center,,,Reunited,2.6,False,Possible match flagged for review.
KMP-2027-02443,2027-08-16 17:44,Prakash Bhosale,Male,80+,Gujarat,Rajkot,Gujarati,Gangapur Road Ghat,Sadhugram Center,+91 7064920348,"maroon saree, carries a cloth bag",Reunited,2.2,False,Phone switched off.
KMP-2027-00800,2027-09-02 11:26,Parvati Das,Female,41-60,Gujarat,Ahmedabad,Gujarati,Tapovan,Tapovan Center,+91 9011410818,"cream kurta, walks with a cane",Reunited,9,False,Announced on PA system.
KMP-2027-01517,2027-08-29 08:40,Tukaram Shinde,Male,41-60,Gujarat,Rajkot,Gujarati,Trimbakeshwar Temple,Panchavati Center,+91 9885813760,"grey sweater, tulsi mala around neck",Transferred to hospital,2.3,False,"Came by group bus, lost the group."
KMP-2027-02422,2027-09-11 14:09,Vitthal Sawant,Male,61-70,Uttar Pradesh,Kanpur,Hindi,Dudhsagar Falls Road,Ramkund LF Center,+91 9415340343,"blue checked shirt, limps on right leg",Reunited,7.8,False,"Came by group bus, lost the group."
KMP-2027-02431,2027-08-19 11:01,Lakshmi Verma,Female,61-70,Madhya Pradesh,Gwalior,Hindi,Ahilyadevi Holkar Bridge,CBS Help Center,+91 7355737979,"grey sweater, tulsi mala around neck",Reunited,3.6,False,"Family frantic, last dip together."
KMP-2027-00038,2027-07-23 08:11,,Male,61-70,Maharashtra,Ahmednagar,Marathi,Ahilyadevi Holkar Bridge,Kushavarta Center,+91 9445710764,,Reunited,7.9,True,Logged at second center; same person suspected.
KMP-2027-00675,2027-08-12 14:24,Lakshmi Reddy,Female,41-60,Maharashtra,Nagpur,Marathi,CBS Bus Stand,Trimbak Gate Center,+91 7046605970,,Reunited,9.2,False,Got separated in snan crowd.
KMP-2027-00945,2027-09-15 10:09,Namdev Kale,Male,41-60,Maharashtra,Ahmednagar,Marathi,Saptashrungi Base,Nashik Road Center,+91 9488935348,"grey sweater, silver anklets",Reunited,4.4,False,Volunteer escorting to help desk.
KMP-2027-00186,2027-09-02 08:06,Mohan Iyer,Male,71-80,Karnataka,Hubballi,Kannada,Ahilyadevi Holkar Bridge,Tapovan Center,,"yellow blouse, wears thick glasses",Transferred to hospital,6.4,True,Logged at second center; same person suspected.
KMP-2027-01286,2027-09-11 17:16,Ganpat Shinde,Male,18-40,Gujarat,Rajkot,Gujarati,Sadhugram,Ramkund LF Center,,,Reunited,5.6,False,Announced on PA system.
KMP-2027-00224,2027-09-11 09:50,Mangala Joshi,Female,61-70,Uttar Pradesh,Varanasi,Hindi,Gangapur Road Ghat,CBS Help Center,+91 8862039028,"white dhoti and kurta, wears thick glasses",Reunited,6.4,False,"Came by group bus, lost the group."
KMP-2027-01729,2027-09-02 05:46,Bhaskar Das,Male,0-12,Maharashtra,Nagpur,Marathi,Ramkund,Ramkund LF Center,+91 9056400425,,Reunited,1.3,False,Possible match flagged for review.
KMP-2027-01371,2027-08-19 14:10,Indira Shinde,Female,13-17,Madhya Pradesh,Gwalior,Hindi,Dudhsagar Falls Road,Nashik Road Center,+91 8888016399,"red sari with gold border, carries a cloth bag",Reunited,0.8,False,Volunteer escorting to help desk.
KMP-2027-01628,2027-09-11 05:58,Eknath Sharma,Male,0-12,Madhya Pradesh,Ujjain,Hindi,CBS Bus Stand,Tapovan Center,+91 9977548444,"blue checked shirt, carries a cloth bag",Reunited,6.8,False,"Came by group bus, lost the group."
KMP-2027-00385,2027-08-04 06:56,,Male,71-80,Telangana,Hyderabad,Telugu,Kushavarta Kund,Kushavarta Center,+91 9816105620,"red sari with gold border, limps on right leg",Reunited,3.6,False,Got separated in snan crowd.
KMP-2027-01332,2027-09-02 11:21,Vitthal Reddy,Male,61-70,Rajasthan,Udaipur,Hindi,Kushavarta Kund,Kushavarta Center,,"green saree, short grey hair",Reunited,6.3,False,
KMP-2027-01930,2027-08-23 01:46,Asha Jadhav,Female,18-40,Maharashtra,Nagpur,Marathi,Gangapur Road Ghat,Tapovan Center,+91 9830566016,"orange saree, limps on right leg",Reunited,2,False,Cross-checked at adjacent center.
KMP-2027-01961,2027-09-11 13:50,Aarav Pawar,Male,61-70,Maharashtra,Solapur,Marathi,Nashik Road Railway Station,Trimbak Gate Center,+91 9427674661,"yellow blouse, tulsi mala around neck",Reunited,1.4,False,"Came by group bus, lost the group."
KMP-2027-01587,2027-09-08 21:05,,Male,61-70,Madhya Pradesh,Indore,Hindi,Sita Gufa,Nashik Road Center,,,Reunited,8.6,False,"Family frantic, last dip together."
KMP-2027-00653,2027-09-02 09:51,,Female,71-80,Maharashtra,Pune,Marathi,Ahilyadevi Holkar Bridge,Nashik Road Center,+91 8841175203,"white dhoti and kurta, speaks little Hindi",Reunited,4.4,False,Volunteer escorting to help desk.
KMP-2027-01152,2027-07-24 01:31,Indira Verma,Female,61-70,Uttar Pradesh,Kanpur,Hindi,Tapovan,Ramkund LF Center,,,Reunited,1.4,False,Got separated in snan crowd.
KMP-2027-01217,2027-07-22 12:27,,Male,0-12,Maharashtra,Ahmednagar,Marathi,Dudhsagar Falls Road,Panchavati Center,+91 9978328045,,Reunited,2,False,"Family frantic, last dip together."
KMP-2027-00129,2027-09-11 10:20,Eknath More,Male,41-60,Gujarat,Rajkot,Gujarati,Goda Ghat,Kushavarta Center,+91 9927099181,"black shawl, wears thick glasses",Pending,,True,Possible match flagged for review.
KMP-2027-00849,2027-08-10 07:14,Asha More,Female,61-70,Maharashtra,Thane,Marathi,Sadhugram,Panchavati Center,+91 7038165514,"green saree, limps on right leg",Reunited,6.5,False,
KMP-2027-01442,2027-08-19 06:26,Ramesh Iyer,Male,80+,Maharashtra,Pune,Marathi,Kushavarta Kund,Ramkund LF Center,,,Reunited,4.1,False,Possible match flagged for review.
KMP-2027-01120,2027-09-11 18:42,Dattatray Joshi,Male,18-40,Uttar Pradesh,Prayagraj,Hindi,Mukti Dham,Kushavarta Center,+91 7386146154,"blue checked shirt, has a tilak on forehead",Reunited,8.3,False,Possible match flagged for review.
KMP-2027-01926,2027-08-31 01:04,,Male,71-80,Maharashtra,Aurangabad,Marathi,Goda Ghat,Sadhugram Center,+91 9855021644,"blue checked shirt, wears thick glasses",Reunited,4.8,False,Cross-checked at adjacent center.
KMP-2027-00213,2027-08-04 01:24,Lakshmi Shinde,Female,41-60,Maharashtra,Nashik,Marathi,Tapovan,Kushavarta Center,+91 9469233061,"green saree, has a tilak on forehead",Reunited,3.7,False,Possible match flagged for review.
KMP-2027-01393,2027-09-02 06:00,Sunita Sawant,Female,71-80,Maharashtra,Jalgaon,Marathi,Gangapur Road Ghat,CBS Help Center,+91 8857033849,"blue checked shirt, silver anklets",Reunited,4.5,False,Possible match flagged for review.
KMP-2027-01924,2027-08-29 15:48,,Male,71-80,Tamil Nadu,Madurai,Tamil,Ramkund,Panchavati Center,+91 9949284302,"yellow blouse, silver anklets",Reunited,7.2,False,
KMP-2027-00138,2027-09-11 05:00,Eknath More,Male,61-70,Uttar Pradesh,Varanasi,Hindi,Goda Ghat,Ramkund LF Center,+91 8854175312,,Transferred to hospital,7.6,True,Logged at second center; same person suspected.
KMP-2027-00578,2027-09-11 07:23,Ramesh Reddy,Male,80+,Maharashtra,Aurangabad,Marathi,Ramkund,Panchavati Center,,,Reunited,5.8,False,Announced on PA system.
KMP-2027-00431,2027-09-11 13:36,Mahesh Kulkarni,Male,80+,Maharashtra,Jalgaon,Marathi,Sita Gufa,Ramkund LF Center,+91 7096756000,"blue checked shirt, silver anklets",Reunited,1.3,False,Phone switched off.
KMP-2027-02287,2027-08-04 09:40,,Male,61-70,Maharashtra,Ahmednagar,Marathi,Dudhsagar Falls Road,Panchavati Center,+91 9934218755,"grey sweater, hard of hearing",Reunited,8.5,False,Announced on PA system.
KMP-2027-00526,2027-08-07 19:09,Asha Gaikwad,Female,80+,Rajasthan,Jaipur,Hindi,Sita Gufa,Panchavati Center,+91 7094375474,"yellow blouse, wears thick glasses",Reunited,4.6,False,
KMP-2027-02122,2027-07-21 01:07,Aarav Das,Male,41-60,Uttar Pradesh,Varanasi,Hindi,Dudhsagar Falls Road,Sadhugram Center,+91 9926470309,"black shawl, wears thick glasses",Reunited,2.2,False,Announced on PA system.
KMP-2027-01185,2027-09-02 08:35,Kavita Gaikwad,Female,61-70,Maharashtra,Nashik,Marathi,Ahilyadevi Holkar Bridge,Panchavati Center,+91 9945345360,,Reunited,3,False,
KMP-2027-00360,2027-09-02 10:13,,Male,41-60,Uttar Pradesh,Prayagraj,Hindi,Tapovan,Nashik Road Center,+91 9939517013,"yellow blouse, has a tilak on forehead",Reunited,5.6,False,"Family frantic, last dip together."
KMP-2027-01490,2027-08-19 08:48,Arun Kulkarni,Unknown,18-40,Maharashtra,Pune,Marathi,Gangapur Road Ghat,Panchavati Center,+91 9097133565,"grey sweater, walks with a cane",Reunited,6.5,False,Got separated in snan crowd.
KMP-2027-00002,2027-08-19 16:05,,Male,80+,Maharashtra,Nashik,Marathi,Dudhsagar Falls Road,Panchavati Center,+91 9090896638,,Reunited,2.8,True,Logged at second center; same person suspected.
KMP-2027-00279,2027-09-02 04:56,,Female,0-12,Uttar Pradesh,Kanpur,Hindi,CBS Bus Stand,Sadhugram Center,+91 9932688612,"white dhoti and kurta, has a tilak on forehead",Reunited,3,False,
KMP-2027-01580,2027-08-04 06:29,Tukaram Kulkarni,Unknown,61-70,Maharashtra,Thane,Marathi,Kushavarta Kund,CBS Help Center,+91 9072828200,"cream kurta, limps on right leg",Reunited,5.2,False,Got separated in snan crowd.
KMP-2027-02298,2027-09-11 04:02,Vitthal Bhosale,Male,61-70,Maharashtra,Aurangabad,Marathi,Dudhsagar Falls Road,CBS Help Center,+91 7388539984,"white dhoti and kurta, limps on right leg",Reunited,7.8,False,Announced on PA system.
KMP-2027-01661,2027-09-11 12:56,,Female,61-70,Madhya Pradesh,Bhopal,Hindi,CBS Bus Stand,Sadhugram Center,+91 9920328341,"cream kurta, tulsi mala around neck",Reunited,4.3,False,Phone switched off.
KMP-2027-01138,2027-09-02 16:48,Mohan More,Male,18-40,Madhya Pradesh,Ujjain,Hindi,Ramkund,Ramkund LF Center,+91 8875377999,"white dhoti and kurta, limps on right leg",Reunited,6.7,False,Got separated in snan crowd.
KMP-2027-00009,2027-08-01 11:04,Sarla Patil,Female,41-60,Maharashtra,Thane,Marathi,Ahilyadevi Holkar Bridge,Trimbak Gate Center,+91 9866965233,"black shawl, short grey hair",Pending,,True,Possible match flagged for review.
KMP-2027-00862,2027-08-17 22:27,Lakshmi Das,Female,0-12,Karnataka,Bengaluru,Kannada,Sadhugram,CBS Help Center,,"green saree, has a tilak on forehead",Reunited,8,False,Volunteer escorting to help desk.
KMP-2027-01341,2027-09-04 11:27,,Female,61-70,Maharashtra,Nashik,Marathi,Kalaram Temple,Sadhugram Center,+91 9965975024,,Reunited,8.9,False,Phone switched off.
KMP-2027-00168,2027-07-28 12:58,Asha Gaikwad,Female,18-40,Madhya Pradesh,Gwalior,Hindi,Sita Gufa,Trimbak Gate Center,,"green saree, limps on right leg",Pending,,True,Logged at second center; same person suspected.
KMP-2027-01231,2027-08-19 12:25,Indira Iyer,Female,61-70,Madhya Pradesh,Ujjain,Hindi,CBS Bus Stand,Nashik Road Center,+91 9075428792,"yellow blouse, walks with a cane",Reunited,2.7,False,Phone switched off.
KMP-2027-00325,2027-08-04 15:13,,Male,61-70,Madhya Pradesh,Ujjain,Hindi,Sita Gufa,Trimbak Gate Center,+91 9887288262,"yellow blouse, limps on right leg",Reunited,4.8,False,Phone switched off.
KMP-2027-01752,2027-07-17 18:54,Bhaskar Bhosale,Male,41-60,Maharashtra,Pune,Marathi,Ahilyadevi Holkar Bridge,Tapovan Center,+91 9949425727,"orange saree, silver anklets",Reunited,3,False,Cross-checked at adjacent center.
KMP-2027-02192,2027-08-12 10:05,Sopan Shinde,Male,18-40,Maharashtra,Thane,Marathi,Trimbakeshwar Temple,Ramkund LF Center,+91 9434231108,"red sari with gold border, hard of hearing",Reunited,1.3,False,"Came by group bus, lost the group."
KMP-2027-00978,2027-08-04 13:32,Arun Patil,Male,41-60,Maharashtra,Aurangabad,Marathi,Gangapur Road Ghat,Kushavarta Center,+91 8890940816,"orange saree, walks with a cane",Pending,,False,Phone switched off.
KMP-2027-01320,2027-09-02 07:28,Janabai Reddy,Female,80+,Karnataka,Hubballi,Kannada,Kushavarta Kund,Panchavati Center,,"red sari with gold border, carries a cloth bag",Pending,,False,Got separated in snan crowd.
KMP-2027-00702,2027-09-11 05:34,Namdev Chavan,Male,0-12,Gujarat,Ahmedabad,Gujarati,Dudhsagar Falls Road,Ramkund LF Center,,"green saree, hard of hearing",Transferred to hospital,2.4,False,Possible match flagged for review.
KMP-2027-00283,2027-09-11 15:51,Vitthal Kumar,Male,18-40,Maharashtra,Nashik,Marathi,Mukti Dham,Trimbak Gate Center,,"orange saree, hard of hearing",Reunited,1.9,False,"Came by group bus, lost the group."
KMP-2027-00416,2027-09-02 08:14,Vitthal Sawant,Male,61-70,Uttar Pradesh,Kanpur,Hindi,CBS Bus Stand,Nashik Road Center,+91 9958383839,"red sari with gold border, silver anklets",Unresolved,,False,Cross-checked at adjacent center.
KMP-2027-00184,2027-08-04 07:46,Sushila Jadhav,Female,71-80,Maharashtra,Pune,Marathi,Nashik Road Railway Station,Tapovan Center,+91 7373855416,"yellow blouse, hard of hearing",Transferred to hospital,1.6,True,Logged at second center; same person suspected.
KMP-2027-00141,2027-09-11 11:09,Mangala Sharma,Female,71-80,Uttar Pradesh,Prayagraj,Hindi,Tapovan,Tapovan Center,+91 7359657115,,Pending,,True,Possible match flagged for review.
KMP-2027-02404,2027-09-02 15:54,Vimal Sawant,Female,61-70,Maharashtra,Jalgaon,Marathi,Panchavati,Ramkund LF Center,,"green saree, tulsi mala around neck",Reunited,5.3,False,Got separated in snan crowd.
KMP-2027-01829,2027-08-25 20:53,Anjali Kumar,Female,0-12,Maharashtra,Aurangabad,Marathi,Mukti Dham,Ramkund LF Center,+91 8812058905,"white dhoti and kurta, hard of hearing",Reunited,4.9,False,Volunteer escorting to help desk.
KMP-2027-02055,2027-09-14 11:17,Janabai Kumar,Female,18-40,Maharashtra,Aurangabad,Marathi,Saptashrungi Base,CBS Help Center,+91 7318160918,"yellow blouse, wears thick glasses",Reunited,7.1,False,Phone switched off.
KMP-2027-00671,2027-08-04 16:32,,Unknown,61-70,Tamil Nadu,Madurai,Tamil,CBS Bus Stand,CBS Help Center,+91 9979100295,"orange saree, tulsi mala around neck",Reunited,4,False,Volunteer escorting to help desk.
KMP-2027-01944,2027-08-04 09:00,,Female,71-80,Maharashtra,Nashik,Marathi,Tapovan,Ramkund LF Center,+91 9451426149,"maroon saree, has a tilak on forehead",Pending,,False,Possible match flagged for review.
KMP-2027-00999,2027-08-17 18:44,Asha Kumar,Female,71-80,Maharashtra,Thane,Marathi,Mukti Dham,Kushavarta Center,,"grey sweater, tulsi mala around neck",Pending,,False,Possible match flagged for review.
KMP-2027-00514,2027-08-06 03:18,Indira Pawar,Female,18-40,Maharashtra,Nashik,Marathi,Nashik Road Railway Station,CBS Help Center,+91 7086695984,"grey sweater, wears thick glasses",Reunited,7.1,False,
KMP-2027-00773,2027-07-17 14:24,Aarav Gaikwad,Male,18-40,Maharashtra,Nagpur,Marathi,Kalaram Temple,Panchavati Center,+91 9037735729,"white dhoti and kurta, walks with a cane",Reunited,7.5,False,Announced on PA system.
KMP-2027-01670,2027-08-30 18:21,,Male,0-12,Maharashtra,Nashik,Marathi,Sita Gufa,Panchavati Center,+91 8867901967,"black shawl, short grey hair",Reunited,6.3,False,Announced on PA system.
KMP-2027-00782,2027-08-19 04:38,Eknath Deshmukh,Male,18-40,Maharashtra,Solapur,Marathi,Ramkund,Panchavati Center,+91 7014067387,"blue checked shirt, silver anklets",Reunited,9.2,False,Got separated in snan crowd.
KMP-2027-00584,2027-09-11 17:16,Gita Pawar,Female,0-12,Madhya Pradesh,Ujjain,Hindi,CBS Bus Stand,Panchavati Center,+91 9027468342,"blue checked shirt, tulsi mala around neck",Unresolved,,False,
KMP-2027-02225,2027-08-24 11:46,Sunita Deshmukh,Female,61-70,Madhya Pradesh,Ujjain,Hindi,Gangapur Road Ghat,Ramkund LF Center,+91 9962889566,"grey sweater, walks with a cane",Pending,,False,
KMP-2027-00345,2027-08-04 15:35,Parvati Gaikwad,Female,18-40,Maharashtra,Aurangabad,Marathi,Mukti Dham,CBS Help Center,+91 9029463184,"grey sweater, wears thick glasses",Reunited,5,False,"Family frantic, last dip together."
KMP-2027-02423,2027-08-04 04:29,Sneha More,Unknown,61-70,Gujarat,Ahmedabad,Gujarati,Sadhugram,Sadhugram Center,+91 9863510941,"white dhoti and kurta, has a tilak on forehead",Reunited,7.5,False,Possible match flagged for review.
KMP-2027-01358,2027-09-13 01:25,,Female,18-40,Maharashtra,Jalgaon,Marathi,Sita Gufa,Tapovan Center,+91 9812374833,"orange saree, silver anklets",Reunited,8,False,Volunteer escorting to help desk.
KMP-2027-01755,2027-09-04 11:20,Sushila Bhosale,Female,41-60,Maharashtra,Jalgaon,Marathi,Goda Ghat,CBS Help Center,+91 9019310577,"green saree, carries a cloth bag",Reunited,7.9,False,Phone switched off.
KMP-2027-01868,2027-08-04 07:49,Gita Joshi,Female,41-60,Tamil Nadu,Madurai,Tamil,Ramkund,Trimbak Gate Center,+91 9976896743,"black shawl, limps on right leg",Reunited,0.7,False,"Came by group bus, lost the group."
KMP-2027-00693,2027-09-02 09:03,Eknath Kulkarni,Male,18-40,Tamil Nadu,Madurai,Tamil,Mukti Dham,Kushavarta Center,+91 8866974649,,Reunited,5.1,False,"Family frantic, last dip together."
KMP-2027-00146,2027-08-06 23:52,,Male,61-70,Tamil Nadu,Chennai,Tamil,Dudhsagar Falls Road,Tapovan Center,,"cream kurta, speaks little Hindi",Transferred to hospital,6.7,True,Logged at second center; same person suspected.
KMP-2027-01921,2027-08-19 16:36,Ganpat Deshmukh,Male,71-80,Uttar Pradesh,Kanpur,Hindi,Dudhsagar Falls Road,Nashik Road Center,+91 9872294289,,Pending,,False,
KMP-2027-01593,2027-08-19 12:14,Dattatray Sawant,Unknown,61-70,Madhya Pradesh,Gwalior,Hindi,Kushavarta Kund,Kushavarta Center,+91 7311814871,"black shawl, has a tilak on forehead",Pending,,False,
KMP-2027-00990,2027-08-19 15:30,Gita Kumar,Female,71-80,Gujarat,Ahmedabad,Gujarati,Dudhsagar Falls Road,Ramkund LF Center,+91 9853487416,"cream kurta, has a tilak on forehead",Reunited,7.8,False,Phone switched off.
KMP-2027-00263,2027-08-04 03:42,Ganpat Chavan,Male,61-70,Rajasthan,Jodhpur,Hindi,Gangapur Road Ghat,Tapovan Center,+91 7013090933,,Reunited,1,False,"Family frantic, last dip together."
